,Platform,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Description,URL
354,nes,Klash Ball,"July 1, 1991",none,Sofel,Sofel,Sports,093295911014,12294,"Sofel takes life simulation into the future with Klashball, for the NES. In a stadium hundreds of years from now, techno-gladiators do battle, combining contact with speed and finesse. Two five-man teams go for it, each fighting to deliver a three-kilo metallic energy sphere into the opponents goal zone. Teams challenge each other in a surreal arena that utilizes devices such as a warp tunnel, ball launcher, and magnetically charged bounce domes. Klashball features a complete league system. There are 11 rowdy teams, each with unique skills, strengths, and weaknesses. After each match the central computer analyses the outcome and records the stats. Play against the computer or klash it out with a friend. If you're ready, take a trip into the 23rd century with Klashball. A game so real, it's in your face!",https://www.pricecharting.com/game/nes/klash-ball
355,nes,Klax,"January 1, 1990",Everyone,Tengen,Tengen,Puzzle,031763040125,12295,"For one or two players, KLAX makes you move fast - and think faster! Catch colored tiles coming down a conveyor belt. Score big points by arranging them in same-colored stacks of threes - vertically, horizontally or diagonally. A tic-tac-tile game if you will. Sounds easy? It is... until the tiles come tumbling at you so fast, you'll go nuts trying to catch them all - while figuring out where best to stack them before you run out of room! No matter how tough it gets, the hardest part is pulling yourself away from this fun, fast, and totally addictive game!",https://www.pricecharting.com/game/nes/klax
356,nes,Knight Rider,"December 1, 1989",Everyone,Acclaim,Pack-In-Video,Racing,021481103028,12296,"KITT is more than a car, it's an extension of you, Michael Knight! With radar, lasers, missiles and a turbo-boost that catapults you 50 feet in the air, KITT has no equal. And now, on your most dangerous assignment ever, you take off on a high-speed adventure against a gang of ruthless criminals. You'll race day and night through sizzling deserts, icy mountains, big city freeways and more! It's up to you and KITT to bring these thieves to justice! Go get 'em Michael Knight. Get every last one!",https://www.pricecharting.com/game/nes/knight-rider
357,nes,Krazy Kreatures,"January 1, 1990",Everyone,American Video Entertainment,Bitmasters,Action & Adventure,021619110072,12297,"Here they come. And there they go. They just keep coming, you gotta make 'em go away. When you signed on as an intergalactic immigration officer you figured it was an easy way to make some money. You were wrong. Transporting wave after wave of weird wild life from all over the universe is anything but easy. You gotta line 'em up to move 'em out. Up and down, left and right, or diagonally you gotta make the clumps of critters move out faster than they move in. If the room fills to capacity, that's it, the entire system will be shut down. One of the most exciting games of the year, it's more fun than a barrel full of creatures!",https://www.pricecharting.com/game/nes/krazy-kreatures
358,nes,Krion Conquest,"January 1, 1991",none,Vic Tokai,Vic Tokai,Action & Adventure,034912784666,12298,"Once upon a time, long long ago, the world was experiencing great ruin. Enormous animals were bestowed upon the earth to create terrible pain and hardship for the people. The people were desperate, so they called upon the Old Witches' World for help.
Thence came Francesca, a gracious witch with great powers. She fought and saved the world from these terrible creatures. The land began to flourish again and the people worked peacefully together to rebuild their wonderful cities. All was well.
Now, we too are experiencing serious turmoil. Terrible horrid beings called Krions have descended upon our planet. We are prisoners and we are losing hope. Francesca, we need you. If you are out there, please come.",https://www.pricecharting.com/game/nes/krion-conquest
359,nes,Krusty's Fun House,"September 1, 1992",Everyone,Acclaim,Audiogenic Ltd.,Puzzle,021481107019,9217,"Hey, kids! Give a hoot! Help out your old pal Krusty the Clown! My official Krusty's Fun House is infested with rats! There are over 60 levels in this game, and they're all crawling with the little varmints! I've got my loyal cadets, Bart and Homer Simpson, to guard the rat traps, but I need you to lead the filthy rodents into those traps! Then we blow 'em up! We incinerate 'em! We laser-blast 'em! We electrocute 'em! We Krusterize the little stinkers!!! Hoo boy!
Did I mention the snakes, aliens and the flying pigs? Well, watch out for those riffraff! If you can't Krusterize 'em, at least avoid 'em... they're worse than the #@!*%l rats! Making Krusty's Fun House vermin-free is not a pretty task, kiddy cadets-but someone's gotta do it!",https://www.pricecharting.com/game/nes/krusty's-fun-house
360,nes,Kung Fu,"October 1, 1985",none,Nintendo,Irem,Fighting,045496630119,12299,"You'll need lightning fast reactions to knock out the Knife Thrower, stop the Stick Fighter, and trip up the evil Tom Tom Brothers in this action-packed martial arts contest! Are you sure you're tough enough? Because it'll take all your strength and skill to master the moves in KUNG FU, beat your opponents, and rescue the fair Sylvia who's held captive on the top floor! The action is non-stop, and just when you think you've got your enemies licked there's always a Giant, a Snake, or a fire-breathing Dragon to contend with in KUNG FU!",https://www.pricecharting.com/game/nes/kung-fu
361,nes,Kung Fu Heroes,"March 1, 1989",Everyone,Culture Brain,Culture Brain,Fighting,047743890017,12300,"The monsters have taken Princess Min-Min and the treasures. The land has fallen into sorrow. Can Jacky and Lee really save the princess? Now, defeat the enemies with Punch and Miracle Kick! What's waiting for you at the 8 castles? Monster Land is full of thrills and mystery!",https://www.pricecharting.com/game/nes/kung-fu-heroes
362,nes,L'Empereur,"November 1, 1991",none,KOEI,KOEI,Strategy,040198000215,9242,"Fighting his way from an Officer to Emperor of France, he came closer to unifying Europe than any other leader. A military genius, his weakness in politics eventually led to his demise.
The French Revolution is over and the people are in search of a new leader. Enemies of the state surround you. As Napoleon, you must gain respect, protect and strive towards the greater glory of France.
You command the Grande Armee. Stop trade with threatening nations and go to war. Fire your cannons from the mountains, charge your cavalry, and build bridges to reach enemies across treacherous waters. Diplomacy and military tactics are key to your success.",https://www.pricecharting.com/game/nes/l'empereur
363,nes,Laser Invasion,"June 1, 1991",Everyone,Konami,Konami,Shoot'em Up,083717110200,9222,"A summer offensive in the year 1999. Never in your military career have you been in such a hot spot, as the world's most threatening power, Sheik Toxic Moron, deploys his arsenal of TechnoScorch Weapons. To achieve total victory over 4 intense levels, you must possess numerous skills, including precision reflexes for air combat, a cut throat mentality for land assaults, the brains to gather secrets from underground informants, and a keen sense for surviving 3-D battle mazes. If you've got the guts to match those skills, then prepare for action. Because it'll really heat up the second you blast across the Sheik's firing line, piloting the world's most advanced super weapon - the Mach 4 Laser Invasion Helijet, which can go from hovering to a six ""G"" vertical climb in a heartbeat. From the moment you activate your Vulcan Cannons and Sidewinder Missiles, you'll take dead aim on an insane assault, featuring Anti-Copter Rocket Launchers, High-Altitude Bombers and Aerial Mines. But the battle's just begun, and there's no time to kill between firefights!",https://www.pricecharting.com/game/nes/laser-invasion
364,nes,Last Action Hero,"October 1, 1993",none,Sony Imagesoft,Teeny Weeny Games,Action & Adventure,090451106024,9224,"Last Action Hero blasts you out of the real world - onto the silver screen - and back again, in a non-stop action-adventure based on the epic fantasy feature starring Arnold Schwarzenegger. As movie hero Jack Slater, you'll team up with your biggest fan, Danny Madigan, who's got a magic movie ticket that's the ticket to serious trouble. Leaping between both the movie world and the real world with this magic ticket, you'll get into wild chases and deadly fights with the most dangerous criminals imaginable. Last Action Hero delivers all the excitement of the Schwarzenegger film with just one difference... you're the star! But this time, you must ultimately defeat the arch villains and ensure a happy ending.",https://www.pricecharting.com/game/nes/last-action-hero
365,nes,Last Starfighter,"June 1, 1990",Everyone,Mindscape,Graftgold,Action & Adventure,050047104490,12301,"You're the best there is-the #1 arcade champion. Now your special talents are needed desperately by another galaxy... where the game is about to become reality. Rylos is under attack by the alien forces of Xur and the Ko-Dan Armada. You must repel waves of Xurian fighters, then land and destroy each Command Ship before it penetrates the Frontier and devastates another planet.
Experience the excitement of the classic science-fiction movie adventure The Last Starfighter as you battle your way through 15 explosive levels of non-stop, high-speed action.",https://www.pricecharting.com/game/nes/last-starfighter
366,nes,Lee Trevino's Fighting Golf,"September 1, 1988",none,SNK,SNK,Golf,018484175008,12302,"LEE TREVINO

WINNER OF '87 SKINS GAME

2-TIME WINNER OF U.S. Open, BRITISH OPEN, AND P.G.A. CHAMPIONSHIP

""Never before in a home format have so many options been available to a player of video golf... This is by far the best video golf simulation available.""
-U.S. National Video Game Team",https://www.pricecharting.com/game/nes/lee-trevino's-fighting-golf
367,nes,Legacy of the Wizard,"April 1, 1989",Everyone,Brøderbund,Falcom,RPG,047956144402,12303,"Long, long ago, an evil dragon terrorized the forest until it was imprisoned by a powerful wizard. Now, years later, the dragon has revived and it's up to you to use the power of the wizard's descendants, the Draslefamily, to defeat the dragon once again.
The whole family takes part in this action adventure as the parents, children and even the family pet search huge dungeons for gold, keys, magic, hidden crowns and finally the magical sword that can destroy the dragon.
Can you recover the four crowns that will prove you worthy to wield the magical jeweled sword?

> A unique combination of fantasy role-playing and arcade action.
> Hundreds of dazzling rooms to challenge even the best players.
> Password feature allows you to end a game in progress and resume it later.",https://www.pricecharting.com/game/nes/legacy-of-the-wizard
368,nes,Legend of Kage,"August 1, 1987",none,Taito Corporation,TOSE,Action & Adventure,020588010024,11997,"This classic ninja-action game first appeared in arcades in 1985 and became instantly popular. As the Iga ninja named ""Kage,"" players embark on an action-packed quest as they move toward a magic castle where the Princess ""Kiri"" is held captive by ""Yohshirou Yukikusa."" To stay alive, players move vertically and horizontally through forest and castle environments and execute massive jumps, all the while using throwing-star knives and a sword to take down hordes of enemies.",https://www.pricecharting.com/game/nes/legend-of-kage
369,nes,Legend of Zelda,"August 22, 1987",Not Applicable,Nintendo,Nintendo,Action & Adventure,045496630324,9236,"Welcome to The Legend of Zelda. Where the only sound you’ll hear is your own heart pounding as you race through forests, lakes, mountains and dangerous mazes in an attempt to restore peace to the land of Hyrule. Along the way you’ll be challenged by Tektites, Wizzrobes and an endless array of ruthless creatures who’ll stop at nothing to prevent you from finding the lost fragments of the Triforce of Wisdom. But don’t despair. With a little luck and a lot of courage, you’ll conquer your adversaries, unite the Triforce fragments and unravel the mystery of The Legend of Zelda!",https://www.pricecharting.com/game/nes/legend-of-zelda
370,nes,Legendary Wings,"July 1, 1988",Everyone,Capcom,Capcom,Shoot'em Up,013388110063,12304,"20,000 years in the future, mankind has built a giant supercomputer named DARK to rule the planet. For hundreds of years, DARK has governed with wisdom and justice. But now the unthinkable has happened: DARK is malfunctioning, and humanity is writhing in the grasp of a ruthless tyrant. DARK has built a fleet of robot warships to patrol the skies, and has created an army of mutant monsters to guard the underground bases from which he now terrorizes mankind. Lulled by hundreds of years of peace, the people of earth are defensless against the minions of DARK. But two brave young men, following an ancient legend of Greek mythology, have devised mechanical wings to bear them aloft in search of DARK's hidden fortress. Armed with the last remaining guns and missiles from a crumbling arsenal, you must fly them across the continents and oceans to seek out and destroy the cruel colossus! If you fail, mankind is lost. Take wing, Legendary Soldiers!",https://www.pricecharting.com/game/nes/legendary-wings
371,nes,Legends of the Diamond,"January 1, 1992",Everyone,Bandai,TOSE,Baseball,045557072803,12305,"For decades baseball has been the national past-time of the U.S. with a history both rich and exciting. And for every youngster who ever looked to their sports heroes for inspiration, there have been countless legends of the diamond that rose to the task and made baseball the great game it was and still is today. Babe Ruth, Lou Gehrig, Hank Aaron, and Dizzy Dean are but a few of the superstars that graced this wonderful sport.

Now, these baseball legends come to life in Legends of the Diamond. You are the manager. You select which legendary greats will play on your team, and then you call the shots. Bring in a relief pitcher or a pinch hitter...call for a double steal...slide into home...hit home runs...dive for a spectacular catch! You control every play. So, what are you waiting for?

Step up to the plate and let's P L A Y B A L L ! ! !",https://www.pricecharting.com/game/nes/legends-of-the-diamond
372,nes,Lemmings,"November 1, 1992",none,Sunsoft,Ocean,Puzzle,020763110266,9240,"Thousands of Lemmings™ are on the loose, marching towards extinction unless you can save them. Without minds of their own, they are completely helpless, faithfully following their leader through 100 levels of blazing fires, endless canyons, deadly tunnels and ancient ruins.
One thing's for sure: their future lies in your hands, because beyond every obstacle awaits certain disaster. Lose one Lemming and you risk losing them all!
You can command the Lemmings to dig, climb, tunnel, float and build their way to safety. But you have to be fast, because with each moment you hesitate, more Lemmings may drop from above!",https://www.pricecharting.com/game/nes/lemmings
373,nes,Lethal Weapon,"April 1, 1993",Teen,Ocean,Eurocom,Action & Adventure,020295010058,9245,"You know what it's all about. That's right. The crazy cop and his almost crazy partner are back to do the city a world of good. It doesn't get rougher or trougher than the streets of L.A., where Riggs and Murtaugh take on every cheap low-life mercenary, street punk and dope dealer to get to the real slime behind big-time corruption. How much of your life, your future, are you willing to risk? As Riggs? As Murtaugh?",https://www.pricecharting.com/game/nes/lethal-weapon
374,nes,Life Force,"August 1, 1988",Everyone,Konami,Konami,Shoot'em Up,083717110118,12306,"You've saved the innocent people of Gradius from the vile Bacterions. But now an even deadlier plague has slimed into the neighborhood. It's Zelos, an all-engulfing, planet-eating alien who's hungering to take a bite out of you! Only this time you don't have to rescue the millions of Gradians alone. You can call on a starfighter friend from the planet Latis, who'll fight beside you in his RoadBritish space destroyer. You'll both be gunning for max power-ups, with ripple lasers, plutonic missiles and impregnable force fields. But you better be on target. For this isn't your ordinary space scum. And to crush him you've gotta soar through his guts, blast past his death traps and ultimately blow out his heart. Good luck, Commander. The galaxy's counting on you!",https://www.pricecharting.com/game/nes/life-force
375,nes,Linus Spacehead's Cosmic Crusade,"January 1, 1992",none,Camerica,Codemasters,Action & Adventure,069667074151,12307,"Linus needs your help! He has no money, no car and no respect from his fellow Linomen! The trouble is, no one believed his tale of discovering a far away planet called ""Earth"" so it's your job to help him get back there and take some handy snaps!",https://www.pricecharting.com/game/nes/linus-spacehead's-cosmic-crusade
376,nes,Little League Baseball,"June 1, 1990",Everyone,SNK,SNK,Baseball,018484235009,12308,"Little League Baseball! It's the game every kid in America loves to play... And now you can experience the fun and excitement of Little League Baseball at any time of the year, rain or shine, day or night - right in your own living room!
Create your own winning team of players with batting, fielding, pitching, and running characteristics you can tailor to your own specifications. Then challenge a friend or the computer to a worldwide Championship Series tournament.
You are in full control of your players: Jump or dive for a tricky catch... Choose a full swing or a bunt for your batter... Shift fielders at will... Send in a pinch hitter or runner... Select a fast ball, slow ball, or curve ball for your pitcher... Steal a base if you dare... Or you might even try a squeeze play!
Little League Baseball has been an American institution for 50 years - and you can be a part of it. If you're a Little League fan or a Little League player - or if you ever wanted to be - here's your chance to go for the glory!",https://www.pricecharting.com/game/nes/little-league-baseball
377,nes,Little Mermaid,"July 1, 1991",Everyone,Capcom,Capcom,Action & Adventure,013388110278,9248,"Ariel, the little mermaid who became human, and Eric, prince of the land, are head over fins in love. But Ariel's friends are in deep trouble! Ursula, the evil Witch of the Sea, has cast a spell on all watery creatures. If Ursula's not stopped, she'll take over the ocean! To save her friends, Ariel dives into the sea, becoming a mermaid again. But the water is full of jellyfish, lobsters, eels, and blowfish. Ariel quickly snares the fierce fish, while diving and leaping to escape danger. At Ursula's palace, the wicked witch attacks with her most treacherous tricks. Can Ariel defeat her in time to save the sea? It's the catch of the year! Swim to Ariel's favorite music, including the Academy Award-winning Under the Sea. Gasp as Ariel tackles slithery eels, snarling sharks, walruses and the amazing Soldierfish. Find out if Ariel can ever return to Eric. Your whole family will fall hook, line, and sinker for The Little Mermaid!",https://www.pricecharting.com/game/nes/little-mermaid
378,nes,Little Nemo The Dream Master,"September 1, 1990",Everyone,Capcom,Capcom,Action & Adventure,013388110223,9249,Little Nemo receives a royal invitation to visit the castle in Slumberland. Is he dreaming? It seems the princess is looking for a new playmate. When he arrives he is told that King Morpheus has been kidnapped. Nemo sets off on a wild adventure to rescue the good king and restore peace to the land. Anything can happen in this realm of imagination. Little Nemo even learns how to get a ride from the local creatures so he can pass through the roughest parts of Slumberland. Rescue the King of good dreams and thwart the Master of Nightmares!,https://www.pricecharting.com/game/nes/little-nemo-the-dream-master
379,nes,Little Ninja Brothers,"December 1, 1990",Everyone,Culture Brain,Culture Brain,RPG,047743900051,12309,"Start out on a journey. You are spirited Ninja boys, Jack and Ryu. Now, go out on your journey to save the once merry world, Chinaland!",https://www.pricecharting.com/game/nes/little-ninja-brothers
380,nes,Little Samson,"November 1, 1992",none,Taito Corporation,Takeru,Action & Adventure,020588010611,9250,"The Imperial Forgy has been invaded by Ta-Keed the Prince of Darkness! Only the owners of the Magic Bells can stop his forces from destroying the realm. Led by the mountaineering youth, Samson, a force of unlikely heroes sets out to banish evil forever! Become a fire-breathing dragon, a living statue of solid stone or a nimble and crafty mouse. Soar the skies and belch fire balls as Kikira the Dragon Lord! Crush enemy troops with fists of granite as Gamm the Rock Lord! Scurry past dangerous monsters while setting time bombs as K.O. the mouse! These creatures join Little Samson to form a unique and powerful alliance as the last hope for the Imperial Forgy!",https://www.pricecharting.com/game/nes/little-samson
381,nes,Lode Runner,"September 1, 1987",Everyone,Broderbund,Hudson Soft,Puzzle,047956114405,11998,"You're a highly trained Galactic Commando, deep in enemy territory. Your mission: to recover a fortune in gold, stolen from the Bungeling people by their power-hungry leaders.
You'll be running, jumping, and climbing heroically, solving perplexing puzzles. With your laser pistol, you'll drill passageways through stone floors and barriers. To get through this mission alive, you'll need more than fleet feet and good looks. You'll need your quick wits and brains.
And more than just a little luck.",https://www.pricecharting.com/game/nes/lode-runner
382,nes,Lone Ranger,"August 1, 1991",none,Konami,Konami,Action & Adventure,083717110224,9253,"Evil arch villain Butch Cavendish has been a burr on your saddle ever since he did in your dad. Now he's kidnapped the President just to lure you to your doom, and there's nothing but a trail of doom between you. In fact, kemosabe, there's eight wild west stages of pistol packin' danger to run, shoot, and gallop through, including first person 3-D stages that put peril in a whole new perspective. So hop on your fiery horse Silver, track down that cad Cavendish, and rescue the President. Or with the speed of light and a cloud of dust you'll wind up a mere tumbleweed in time!",https://www.pricecharting.com/game/nes/lone-ranger
383,nes,Loopz,"October 1, 1990",none,Mindscape,B.I.T.S.,Puzzle,050047104797,12310,"It's really very simple: you get pieces of different sizes and shapes. Then you have to fit them together to form complete loops. It's so simple, in fact, that most people can easily finish their first session in... oh... five to ten hours. But by then you're addicted.",https://www.pricecharting.com/game/nes/loopz
384,nes,Low G Man,"September 1, 1990",Everyone,Taxan,KID,Action & Adventure,040886119847,12311,"You are the Low Gravity Man! When powered up, you can jump one and three quarters screens high. Capture and use enemy vehicles, including the spider vehicle which can crawl on ceilings. Catch and power up enemy weapons, and much, much more. Your mission is to take back the robot-producing exploration planet from the evil aliens before they reprogram all of the robots for the destruction of the human race. Includes password, infinite continue, and multiple quests for long-term enjoyment!",https://www.pricecharting.com/game/nes/low-g-man
385,nes,Lunar Pool,"October 1, 1987",Everyone,"FCI, Inc.",Compile,Sports,022909100018,9260,"Lunar Pool is the first advanced home video billiards game ever. Never before has the player been able to choose among 60 different ""tables."" Jump around to your favorite, or master each stage consecutively. Your score is kept automatically. You set up the electronic cue stick, aim the cue ball, choose the power you need and shoot! Then watch the ball ricochet around the ""table"" and land in the pocket. Learn to be a ""hustler"" by mastering all 60 stages!",https://www.pricecharting.com/game/nes/lunar-pool
386,nes,Mach Rider,"October 18, 1985",Everyone,Nintendo,HAL Laboratory,Racing,050428085455,11999,"It's the year 2112. Earth has been invaded by the forces of evil. Battle the invaders as you race from sector to sector on your motorcycle, searching for survivors. Feel the incredible sense of speed as you zip past evil Quadrunners and zigzag between treacherous rocks, oil spills and other obstacles on the course.

For a different challenge, create your own course in Design Mode, using the various twists, turns and straightaways the game has to offer. Remember, you are Earth's only hope—you are Mach Rider.",https://www.pricecharting.com/game/nes/mach-rider
387,nes,Mad Max,"July 1, 1990",Everyone,Mindscape,Mindscape,Action & Adventure,050047104728,12313,"To understand you must go back, to when the world was powered by the black fuel. For reasons long forgotten, two mighty tribes went to war and touched off a blaze which engulfed them all. Without fuel they were nothing. Man began to feed on man. The gangs took over the highways, ready to wage war for a tank a gas. In the maelstrom of decay, ordinary men were smashed...men like Max -- a man who wondered out into the wasteland. And it was there, in that blighted place, that he learned what it takes to survive.

And now it's your turn. Survive multiple levels of holocaust on the highways, mayhem in the mine-shafts, and anarchy in the arenas. Then face the final challenge -- if you dare.",https://www.pricecharting.com/game/nes/mad-max
388,nes,Magic Darts,"September 1, 1991",Everyone,Romstar,Romstar,Sports,095474190104,9275,Darts is one of the most popular leisure games of all time. MAGIC DARTS has tournament style action which brings the excitement of real competition into your home. Up to four players can compete using standard NES controllers. Get yourself on target and play MAGIC DARTS.,https://www.pricecharting.com/game/nes/magic-darts
389,nes,Magic Johnson's Fast Break,"March 1, 1994",none,Tradewest,Software Creations,Basketball,031719198917,12227,"DRIVE, PASS, SHOOT, SCORE! Now you can slam dunk like the pros!Magic Johnson's Fast Break is slammin' jammin' basketball action. Play against the computer or an opponent. Up to four players can play simultaneously. Head for the hoop and slam dunk the ball! The better you get the better your salary gets! Simple enough for beginners, challenging enough for pros. Shoot free throws, 3-pointers, execute special plays, and more! Master all five levels of this ultimate basketball contest!",https://www.pricecharting.com/game/nes/magic-johnson's-fast-break
390,nes,Magician,"February 1, 1991",Everyone,Taxan,Eurocom,RPG,040886151908,12314,"Long ago in a faraway land, there lived the peaceful people of Merlwood. Here, the art of magic had been refined until all aspects of life were in some way related to magic, and powerful wizards and magicians kept order.
Then the inevitable happened: Abadon, one of the most powerful magicians, decided that has was tired of always helping the people. He figured that with a little help, he could easily take over; and so he built a massive castle, and conjured up all sorts of evil beasts to destroy the other wizards.
Now the people of Merlwood are defenseless, and Abadon's followers are running rampant. Their only hope lies in you, Paul, a young apprentice magician. Your mission will be long and difficult, filled with epic battles and magic spells. Along the way, you will meet many friends who can teach you spells and give you scrolls. But to defeat Abadon, you will need the Ultimate Potion.
Legends say that if the four vials of the elements can be brought together, the Ultimate Potion will be formed. You must seek out the vials of Earth, Air, Fire, and Water, form them into the Ultimate Potion, and confront Abadon!",https://www.pricecharting.com/game/nes/magician
391,nes,Magmax,"October 1, 1988",none,"FCI, Inc.",Nihon Bussan,Shoot'em Up,022909100056,12315,"It's up to you to save the human race by transforming mechanical parts into the ultimate robot warrior--MagMax. On land, on sea, and in outerspace you shoot deadly lasers from your beam gun to fight off the forces of the three-headed mechanical monster of Babylon. If you survive the undersea volcano, you come face to face with Babylon in the final battle of the giant space robots.",https://www.pricecharting.com/game/nes/magmax
392,nes,Major League Baseball,"April 1, 1988",none,LJN,Atlus,Baseball,023582051543,12316,"Sure you've always wanted to be a professional ball player but have you ever thought about managing? Well, here's your chance to prove yourself both on and off the field.",https://www.pricecharting.com/game/nes/major-league-baseball
393,nes,Maniac Mansion,"September 1, 1990",Everyone,Jaleco Entertainment,Realtime Associates,Action & Adventure,032264900123,12317,"Why is there a chainsaw in the kitchen? And a nuclear reactor in the basement? And disembodied tentacles hopping around? And why does that peculiar doctor keep going ""Heh, heh, heh... ""? Strange things have been going on for years up at Dr. Fred's old mansion, ever since that meteor landed just outside the house. But when a sweet young cheerleader named Sandy disappeared into the basement, boyfriend Dave knew it was time to take a look behind the good doctor's door. Your task is to help Dave choose a rescue team and guide them on the wildest, wierdest mission your NES system has ever seen. The storyline depends on the individual talents and quirks of the team members you select, and no matter how many times you play, the outcome is never quite the same. Sometimes it's puzzling, sometimes scary, sometimes downright funny, but it's always, always a challenge. So if you're looking for a comedy-adventure that makes you think as hard as you laugh, get into Maniac Mansion today. And then try, just try, to get out!",https://www.pricecharting.com/game/nes/maniac-mansion
394,nes,Mappy-Land,"April 1, 1989",Everyone,Taxan,TOSE,Platformer,040886627793,13766,"Mappy, who is a policeman, prepared all kinds of wonderful birthday presents for his girlfriend, Mapico. But, Nyamco and his child Mukies have hidden them in the eight towns of Mappyland. What a pity! Mappy must hurry to get the presents back before Mapico's birthday party. The problem is that there are so many mysterious towns where Mappy must search, while fighting off his enemies. Can you accept the challenge and help Mappy to succeed?",https://www.pricecharting.com/game/nes/mappy-land
395,nes,Marble Madness,"March 1, 1989",Everyone,Milton Bradley,Rare Ltd.,Puzzle,032244048807,12319,"It drove you bonkers in the arcades. Now this mixed-up marble marathon is ready for your Nintendo! The challenge is to roll your marble to the hidden Goal Line on 6 treacherous 3-D raceways. Every corner's a cliffhanger. And every second counts! Each raceway is a unique maze of tricky terrain and marble menaces. Can you stay in control as you hunt for the goal? You'll teeter up, down and around narrow ramps and ridges. Sneak past hungry Marble Munchers. Battle nasty Steelies for the right of way. It's enough to make you lose your marbles! Beat the clock in a battle against time. Or fight a friend's marble to the finish! Either way you play, you'll be right on the edge to the very last edge!",https://www.pricecharting.com/game/nes/marble-madness
396,nes,Mario's Time Machine,"June 1, 1994",none,Software Toolworks,Radical Entertainment,Educational,050047113874,9289,"YOU AND MARIO MAKE QUITE A PAIR. Especially when you're battling the common enemy: Bowser.
Seems Bowser's sneaky Koopas have been, throughout time, stealing objects belonging to famous people who, without these valuable objects, wouldn't have been able to help and inspire mankinds.
But Mario is on to Bowser and his crew. He's persuaded the greatest minds in the world to build him a time machine - so that you and he can go anywhere in the world, during and century, in order to find those precious objects and return them to their rightful owners.

You'll visit Cleopatra in the Alexandria of 48 B.C., Plato in the Athens of 369 B.C. and even Thomas Edison in New Jersey in 1879.

So get ready for an incredible, easy-to-take adventure. Not only will you help the human race, but you'll meet the most famous people who ever lived. And you'll travel all over the globe and back, back, back into history.

WHAT A TRIP!

Grab your backpack for the learning adventure of your life!",https://www.pricecharting.com/game/nes/mario's-time-machine
397,nes,Mario Bros,"June 1, 1986",Everyone,Nintendo,Nintendo,Platformer,"734060045496,074299009297",12000,"Mario and Luigi are doing some underground plumbing when all sorts of weird creatures come flying out of the pipes. Turtles, crabs - even fighterflies - attack the helpless Mario Bros. It's up to you to kick, punch, and knock out these sewer pests before time runs out! But beware. Just when you think you got rid of them, they come back for more! Play against the computer, or with a friend - either way, this is one underground classic you'll want to play time and time again!",https://www.pricecharting.com/game/nes/mario-bros
398,nes,Mario Is Missing,"July 1, 1993",Everyone,Software Toolworks,Radical Entertainment,Educational,050047109532,9287,"Is this the Deep Freeze for Mario? Deep within his snow-bound hideaway, the fiendish Bowser is plotting to do away with Mario by turning the heat all the way to “barbecue.” Does this spell meltdown for Mario? Ten thousand terrible turtles are trying to broil the tundra and liquidate Mario and the Mario Bros. legend forever! The lone Luigi leaps in – but will he get cold feet? Only you can act fast and help him turn the tables on those reckless reptiles! Can you and Luigi save Mario – and the world – from a damp and dismal doom?!
Time is running out! To save the planet from meltdown, you and Luigi must fearlessly: *explore exotic cities. *Master mysterious maps. *Thwart Thieving Koopas. *Interrogate not-so-innocent bystanders. *Endure entertaining examinations * Collect your just rewards and rescue that practically-a-popsicle plumber, Mario!",https://www.pricecharting.com/game/nes/mario-is-missing
399,nes,Master Chu and the Drunkard Hu,"January 1, 1989",none,Color Dreams,Joy Van,Platformer,096962810092,12321,"Return to a mythical time in the Far East, when the legendary Siamese-Twin Shiva, God of Destruction, cursed your village with fearsome evil spirits. Despaired by repeated failures to drive out Shiva's evil demons, your best friend, Master Hu, has turned into a drunkard. You, Master Chu, must search through hostile palaces and temples to find and destroy this four-armed incarnation of Shiva. If you would like, just ask your teammate, the Drunkard Hu, to help out. Playing together can be a lot of fun!",https://www.pricecharting.com/game/nes/master-chu-and-the-drunkard-hu
400,nes,Maxi 15,"January 1, 1992",Everyone,American Video Entertainment,none,Action & Adventure,721619110231,14925,none,https://www.pricecharting.com/game/nes/maxi-15
401,nes,M.C. Kids,"February 1, 1992",Everyone,Virgin Interactive,Virgin Interactive,Platformer,052145800076,9307,"Meet Mick and Mack - the coolest kids in McDonaldland. Now that Hamburglar has run off with Ronald's magic bag, the M. C. Kids need your help to find him. You'll need to move pretty fast to dodge creatures like Goferit and I. Psycho, solve tricky puzzles and explore the secret levels of McDonaldland. If you're going to help the M.C.Kids track down Hamburglar, you're going to have to make some totally fresh moves of your own. Oh yeah - once you've figured out how to play this game right side up - try it upside down!",https://www.pricecharting.com/game/nes/mc-kids
